USPS,GEOID,ANSICODE,NAME,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,ALBERS_X,ALBERS_Y
PA,42061,01213672,Huntingdon County,45913,22365,2265305450,37883358,     874.639,      14.627, 1496557.1733,-7833358
PA,42063,01213673,Indiana County,88880,38236,2141997762,18814066,     827.030,       7.264, 1399707.3815,-7825137
PA,42065,01213674,Jefferson County,45200,22434,1689783371,11322601,     652.429,       4.372, 1397489.5500,-7770983
PA,42067,01209180,Juniata County,24636,10978,1013592984,5606085,     391.350,       2.165, 1541003.8373,-7812348
PA,42069,01213675,Lackawanna County,214437,96832,1189006298,15105278,     459.078,       5.832, 1666307.6051,-7682262
PA,42071,01209181,Lancaster County,519445,202952,2444457103,103581050,     943.810,      39.993, 1646695.6456,-7846783
PA,42073,01213676,Lawrence County,91108,40975,927669548,11758743,     358.175,       4.540, 1290685.6159,-7805065
PA,42075,01214034,Lebanon County,133568,55592,937142582,1723769,     361.833,       0.666, 1622115.8629,-7814623
PA,42077,01209182,Lehigh County,349497,142613,893975782,7960045,     345.166,       3.073, 1687488.7612,-7772430
PA,42079,01209183,Luzerne County,320918,148748,2305950580,41263613,     890.333,      15.932, 1642917.3269,-7717951
PA,42081,01213677,Lycoming County,116111,52500,3182044798,39473357,    1228.594,      15.241, 1551402.1078,-7717335
PA,42083,01210235,McKean County,43450,21225,2536109386,13007418,     979.197,       5.022, 1418442.2711,-7689221
PA,42085,01213678,Mercer County,116638,51733,1741960803,25978863,     672.575,      10.030, 1291741.9488,-7769973
PA,42087,01213679,Mifflin County,46682,21537,1064565502,9544860,     411.031,       3.685, 1521155.7117,-7806956
PA,42089,01209184,Monroe County,169842,80359,1575452175,23238961,     608.286,       8.973, 1698225.3431,-7719349
PA,42091,01213680,Montgomery County,799874,325735,1251067046,10761519,     483.040,       4.155, 1715234.1579,-7812787
PA,42093,01213681,Montour County,18267,7965,337326235,5407929,     130.242,       2.088, 1590142.5310,-7745423
PA,42095,01209185,Northampton County,297735,120363,957444154,20006520,     369.671,       7.725, 1707296.9118,-7752192
PA,42097,01209186,Northumberland County,94528,45125,1187166553,49616087,     458.368,      19.157, 1590504.9711,-7765693
PA,42099,01213682,Perry County,45969,20424,1428236088,10598014,     551.445,       4.092, 1554931.3317,-7824787
PA,42101,01209187,Philadelphia County,1526006,670171,347321129,22289408,     134.101,       8.606, 1739580.6734,-7830464
PA,42103,01213683,Pike County,57369,38350,1411441365,56692061,     544.961,      21.889, 1715792.9902,-7684487
PA,42105,01213684,Potter County,17457,12932,2800614301,559776,    1081.323,       0.216, 1474636.1466,-7686212
PA,42107,01213685,Schuylkill County,148289,69323,2016651953,10828794,     778.634,       4.181, 1634099.9381,-7773578
PA,42109,01213686,Snyder County,39702,16027,851343254,7292556,     328.705,       2.816, 1562951.2792,-7782286
PA,42111,01209188,Somerset County,77742,38113,2782615877,16984191,    1074.374,       6.558, 1417853.1601,-7898263
PA,42113,01213687,Sullivan County,6428,6304,1165338335,6617026,     449.940,       2.555, 1593341.5103,-7697779
PA,42115,01213688,Susquehanna County,43356,22968,2132685970,22553103,     823.435,       8.708, 1641907.6680,-7644040
PA,42117,01209189,Tioga County,41981,21364,2936496911,8230721,    1133.788,       3.178, 1525746.0722,-7674101
PA,42119,01213689,Union County,44947,16997,818389897,4648544,     315.982,       1.795, 1559811.5021,-7759260
PA,42121,01213690,Venango County,54984,27464,1746387330,22148536,     674.284,       8.552, 1330533.1623,-7751829
PA,42123,01213691,Warren County,41815,23560,2289898600,37368011,     884.135,      14.428, 1357908.9194,-7696834
PA,42125,01209190,Washington County,207820,92977,2219591093,10146905,     856.989,       3.918, 1312026.9506,-7891654
PA,42127,01213692,Wayne County,52822,31653,1879304853,64776959,     725.604,      25.011, 1686952.8705,-7654081
PA,42129,01209191,Westmoreland County,365169,168199,2661353634,22067359,    1027.554,       8.520, 1375053.2963,-7868267
PA,42131,01209192,Wyoming County,28276,13254,1029063118,20021064,     397.324,       7.730, 1632049.3423,-7679888
PA,42133,01209193,York County,434972,178671,2341819225,16941352,     904.181,       6.541, 1609893.5863,-7868178
RI,44001,01219777,Bristol County,49875,20850,62584939,53316445,      24.164,      20.586, 2006401.3868,-7569815
RI,44003,01219778,Kent County,166158,73701,436484769,50750734,     168.528,      19.595, 1983975.1177,-7578911
RI,44005,01219779,Newport County,82888,41796,265178425,547026490,     102.386,     211.208, 2012294.6721,-7591730
RI,44007,01219781,Providence County,626667,264835,1060604571,67737918,     409.502,      26.154, 1978354.0960,-7558064
RI,44009,01219782,Washington County,126979,62206,852713750,604836952,     329.235,     233.529, 1988517.4097,-7609758
SC,45001,01245666,Abbeville County,25417,12079,1270347571,53116146,     490.484,      20.508, 1223082.6877,-8585116
SC,45003,01247979,Aiken County,160099,72249,2773965154,24764187,    1071.034,       9.562, 1308839.0903,-8647753
SC,45005,01247980,Allendale County,10419,4486,1056948617,11208072,     408.090,       4.327, 1343160.6632,-8707000
SC,45007,01247981,Anderson County,187126,84774,1852945207,108805903,     715.426,      42.010, 1202266.2182,-8553453
SC,45009,01247982,Bamberg County,15987,7716,1018822336,5679056,     393.370,       2.193, 1367687.1476,-8677891
SC,45011,01247983,Barnwell County,22621,10484,1420330485,22972577,     548.393,       8.870, 1331947.3377,-8676919
SC,45013,01247984,Beaufort County,162233,93023,1492559284,899026998,     576.280,     347.116, 1415968.2319,-8765892
SC,45015,01247985,Berkeley County,177843,73372,2846025358,337682749,    1098.857,     130.380, 1467895.5542,-8660972
SC,45017,01247986,Calhoun County,15175,7340,987176844,29350934,     381.151,      11.332, 1384217.7745,-8621778
SC,45019,01252740,Charleston County,350209,169984,2372659352,1144534759,     916.089,     441.907, 1476533.8726,-8705727
SC,45021,01247987,Cherokee County,55342,23997,1016981703,11705005,     392.659,       4.519, 1286014.9361,-8481134
SC,45023,01247988,Chester County,33140,14701,1503894983,14261785,     580.657,       5.507, 1332081.6878,-8514933
SC,45025,01247989,Chesterfield County,46734,21482,2069595909,17274489,     799.075,       6.670, 1422744.7196,-8506202
SC,45027,01247990,Clarendon County,34971,17467,1571958092,229766623,     606.936,      88.713, 1435401.9046,-8614551
SC,45029,01247991,Colleton County,38892,19901,2736299047,198897561,    1056.491,      76.795, 1410579.2895,-8712745
SC,45031,01247992,Darlington County,68681,30297,1453380435,14637405,     561.153,       5.652, 1446089.5565,-8536923
SC,45033,01247993,Dillon County,32062,13742,1048614230,4454688,     404.872,       1.720, 1497675.1990,-8521426
SC,45035,01247998,Dorchester County,136555,55186,1484665975,6664942,     573.233,       2.573, 1429058.9631,-8681702
SC,45037,01247999,Edgefield County,26985,10559,1296046259,16300263,     500.406,       6.294, 1274688.3313,-8627135
SC,45039,01248000,Fairfield County,23956,11681,1777449480,61135042,     686.277,      23.604, 1340249.8801,-8546976
SC,45041,01248001,Florence County,136885,58666,2071897847,9740547,     799.964,       3.761, 1474480.5505,-8566594
SC,45043,01248002,Georgetown County,60158,33672,2107076193,572646611,     813.547,     221.100, 1523267.5990,-8627554
SC,45045,01245489,Greenville County,451225,195462,2033451179,25241099,     785.120,       9.746, 1220262.6597,-8508648
SC,45047,01248003,Greenwood County,69661,31054,1177734978,21238099,     454.726,       8.200, 1254056.2645,-8587216
SC,45049,01248004,Hampton County,21090,9140,1450123027,7276754,     559.896,       2.810, 1366804.6499,-8726134
SC,45051,01248005,Horry County,269291,185992,2936777435,313664031,    1133.896,     121.106, 1542922.0558,-8568109
SC,45053,01248006,Jasper County,24777,10299,1697265756,114074682,     655.318,      44.044, 1384047.3287,-8762789
SC,45055,01248007,Kershaw County,61697,27478,1881787617,35827949,     726.562,      13.833, 1389470.4785,-8545620
SC,45057,01248008,Lancaster County,76652,32687,1422317473,15441829,     549.160,       5.962, 1373104.0216,-8508701
SC,45059,01248009,Laurens County,66537,30709,1848742669,25990687,     713.804,      10.035, 1259744.1245,-8549264
SC,45061,01245652,Lee County,19220,7775,1062372545,2715075,     410.184,       1.048, 1423305.9671,-8560467
SC,45063,01244251,Lexington County,262391,113957,1810175317,152333538,     698.913,      58.816, 1335780.3845,-8604731
SC,45065,01248012,McCormick County,10233,5453,930141770,89983100,     359.130,      34.743, 1241162.8651,-8618316
SC,45067,01248010,Marion County,33062,14953,1267092919,12712407,     489.227,       4.908, 1504833.6614,-8555380
SC,45069,01248011,Marlboro County,28933,12072,1242350170,14504245,     479.674,       5.600, 1466471.2494,-8502779
SC,45071,01248013,Newberry County,37508,17922,1631788278,44675199,     630.037,      17.249, 1299474.3209,-8565280
SC,45073,01244832,Oconee County,74273,38763,1622196811,122191920,     626.334,      47.179, 1160683.9444,-8533262
SC,45075,01248014,Orangeburg County,92501,42504,2864787762,56464867,    1106.101,      21.801, 1386400.5271,-8648493
SC,45077,01248015,Pickens County,119224,51244,1285687489,40460184,     496.407,      15.622, 1188708.3203,-8513711
SC,45079,01249299,Richland County,384504,161725,1960797690,37925712,     757.068,      14.643, 1367418.3143,-8584193
SC,45081,01248016,Saluda County,19875,9289,1172690632,23419287,     452.778,       9.042, 1292690.0171,-8598540
SC,45083,01248592,Spartanburg County,284307,122628,2092518606,29310216,     807.926,      11.317, 1253699.1366,-8499184
SC,45085,01244717,Sumter County,107456,46011,1722512472,44079489,     665.066,      17.019, 1415902.8323,-8589243
SC,45087,01248017,Union County,28961,14153,1331696606,4805084,     514.171,       1.855, 1291321.0648,-8521077
SC,45089,01248018,Williamsburg County,34423,15359,2419459980,7469407,     934.159,       2.884, 1481554.5874,-8611077
SC,45091,01248019,York County,226073,94196,1762732402,39400683,     680.595,      15.213, 1325256.0492,-8484126
SD,46003,01266983,Aurora County,2710,1324,1834810993,11201377,     708.425,       4.325, -213399.5337,-7602309
SD,46005,01266986,Beadle County,17398,8304,3260042792,15808033,    1258.710,       6.104, -187620.2488,-7525577
SD,46007,01265812,Bennett County,3431,1263,3068381373,15010867,    1184.709,       5.796, -464768.0954,-7651520
SD,46009,01266997,Bon Homme County,7070,2931,1459979006,46518947,     563.701,      17.961, -159760.3412,-7686187
SD,46011,01265779,Brookings County,31965,13137,2051804629,32967600,     792.206,      12.729,  -70330.0064,-7532225
SD,46013,01265785,Brown County,36531,16706,4436601519,46541281,    1712.981,      17.970, -190031.6404,-7395099
SD,46015,01265768,Brule County,5255,2433,2116641810,75721218,     817.240,      29.236, -254598.8427,-7600464
SD,46017,01265767,Buffalo County,1912,609,1220880153,42362363,     471.384,      16.356, -262263.6432,-7565084
SD,46019,01265793,Butte County,10110,4621,5827210184,42730857,    2249.899,      16.498, -596383.9564,-7450801
SD,46021,01266974,Campbell County,1466,980,1900214239,96243759,     733.677,      37.160, -319454.3196,-7369171
SD,46023,01266976,Charles Mix County,9129,3849,2842477063,136616767,    1097.487,      52.748, -216439.9947,-7660178
SD,46025,01266985,Clark County,3691,1710,2480181644,25627350,     957.604,       9.895, -142781.4599,-7477859
SD,46027,01265764,Clay County,13864,5639,1067554320,13079349,     412.185,       5.050,  -86592.4536,-7695527
SD,46029,01265791,Codington County,27227,12397,1783194146,74251733,     688.495,      28.669, -101221.5628,-7466161
SD,46031,01265811,Corson County,4050,1540,6396472290,155287260,    2469.692,      59.957, -408960.0147,-7374083
SD,46033,01265788,Custer County,8216,4628,4032615511,5482570,    1557.002,       2.117, -604010.9325,-7585736
SD,46035,01266980,Davison County,19504,8852,1128083214,3533764,     435.555,       1.364, -179782.0554,-7608125
SD,46037,01265790,Day County,5710,3630,2662166065,163751226,    1027.868,      63.225, -131460.8565,-7421615
SD,46039,01265781,Deuel County,4364,2204,1612749834,36071554,     622.686,      13.927,  -61458.7914,-7489989
SD,46041,01266994,Dewey County,5301,2002,5963433068,369822155,    2302.494,     142.789, -387004.7926,-7436336
SD,46043,01266978,Douglas County,3002,1439,1118361831,4832944,     431.802,       1.866, -196827.9572,-7639989
SD,46045,01266972,Edmunds County,4071,1966,2916212724,65038303,    1125.956,      25.111, -257091.8008,-7412828
SD,46047,01265787,Fall River County,7094,4191,4506359351,23911034,    1739.915,       9.232, -612126.4894,-7637030
SD,46049,01265760,Faulk County,2364,1136,2542720920,62704066,     981.750,      24.210, -254366.1049,-7451468
SD,46051,01265782,Grant County,7356,3526,1764967869,15746365,     681.458,       6.080,  -67502.1740,-7443574
SD,46053,01265765,Gregory County,4271,2503,2628726426,99900067,    1014.957,      38.572, -265463.3819,-7661665
SD,46055,01266988,Haakon County,1937,1013,4689260217,42451846,    1810.534,      16.391, -450619.8098,-7529381
SD,46057,01265766,Hamlin County,5903,2760,1313721910,79873525,     507.231,      30.839, -100055.8559,-7498005
SD,46059,01265783,Hand County,3431,1815,3720811266,9237228,    1436.613,       3.567, -244565.9552,-7509615
SD,46061,01266979,Hanson County,3331,1177,1125383169,2232493,     434.513,       0.862, -151041.0935,-7608730
SD,46063,01265792,Harding County,1255,731,6918829169,16956332,    2671.375,       6.547, -588003.7720,-7373313
SD,46065,01265774,Hughes County,17022,7623,1920631032,153258012,     741.560,      59.173, -322822.2030,-7523893
SD,46067,01265771,Hutchinson County,7343,3351,2105412805,3928767,     812.904,       1.517, -147984.8000,-7647215
SD,46069,01266984,Hyde County,1420,708,2228747897,14541548,     860.524,       5.615, -283126.3790,-7509310
SD,46071,01265794,Jackson County,3031,1193,4827514117,19097720,    1863.914,       7.374, -457437.8640,-7596840
SD,46073,01265778,Jerauld County,2071,1070,1362937167,16668604,     526.233,       6.436, -215968.0456,-7564414
SD,46075,01266981,Jones County,1006,589,2511453417,3147179,     969.678,       1.215, -380716.8802,-7570364
SD,46077,01265780,Kingsbury County,5148,2720,2155481343,81655076,     832.236,      31.527, -125948.4408,-7533029
SD,46079,01265776,Lake County,11200,5559,1458881294,30781776,     563.277,      11.885,  -96615.3162,-7570782
SD,46081,01266996,Lawrence County,24097,12756,2072081513,713642,     800.035,       0.276, -624501.9595,-7509195
SD,46083,01265769,Lincoln County,44828,17875,1495144520,1217724,     577.279,       0.470,  -65392.1281,-7654770
SD,46085,01265789,Lyman County,3755,1704,4252595025,167669922,    1641.936,      64.738, -313723.7479,-7579824
SD,46087,01265773,McCook County,5618,2491,1487182118,6898514,     574.204,       2.664, -116233.7999,-7609530
SD,46089,01265762,McPherson County,2459,1418,2943893701,38569614,    1136.644,      14.892, -256126.1850,-7371420
SD,46091,01265759,Marshall County,4656,2534,2170582034,124728714,     838.066,      48.158, -129725.1382,-7379973
SD,46093,01266991,Meade County,25434,11000,8989806533,30728963,    3470.984,      11.865, -537063.5802,-7487664
SD,46095,01267177,Mellette County,2048,838,3385906793,9219683,    1307.306,       3.560, -388738.0980,-7610994
SD,46097,01265777,Miner County,2389,1308,1477098731,4196127,     570.311,       1.620, -135394.0109,-7571429
SD,46099,01265772,Minnehaha County,169468,71557,2090501559,17395122,     807.147,       6.716,  -70903.1022,-7611366
SD,46101,01265775,Moody County,6486,2824,1345204308,3679400,     519.386,       1.421,  -61009.1282,-7572940
SD,46103,01266995,Pennington County,100948,44949,7191239757,19966766,    2776.553,       7.709, -550465.7895,-7554282
SD,46105,01266990,Perkins County,2982,1739,7434504648,50539670,    2870.478,      19.513, -510806.3918,-7391682
SD,46107,01265761,Potter County,2329,1500,2230341155,97192749,     861.140,      37.526, -316774.2190,-7449210
SD,46109,01265786,Roberts County,10149,4905,2851684211,89947260,    1101.041,      34.729,  -80683.2235,-7393304
SD,46111,01266977,Sanborn County,2355,1172,1474533498,2992621,     569.321,       1.155, -173805.1367,-7570231
SD,46113,01266992,Shannon County,13586,3593,5423170067,7126231,    2093.898,       2.751, -534610.2038,-7629355
SD,46115,01266987,Spink County,6415,3139,3895148120,15062276,    1503.925,       5.816, -190928.3424,-7468337
SD,46117,01266998,Stanley County,2966,1387,3741062251,188383699,    1444.432,      72.735, -383105.1301,-7518464
SD,46119,01266982,Sully County,1373,845,2607645054,164383562,    1006.817,      63.469, -332710.8131,-7486636
SD,46121,01266989,Todd County,9612,3142,3596342315,5854569,    1388.556,       2.260, -387391.2711,-7653214
SD,46123,01265784,Tripp County,5644,3072,4176215610,13272789,    1612.446,       5.125, -318998.2255,-7640536
SD,46125,01265770,Turner County,8347,3939,1598169823,1650289,     617.057,       0.637,  -99811.5194,-7651130
SD,46127,01265763,Union County,14399,6280,1192797818,17060467,     460.542,       6.587,  -60027.4831,-7704939
SD,46129,01266973,Walworth County,5438,3003,1835343493,93214930,     708.630,      35.990, -321154.2660,-7408556
SD,46135,01266975,Yankton County,22438,9652,1349807412,28629262,     521.164,      11.054, -119507.9414,-7684617
SD,46137,01266993,Ziebach County,2801,987,5079670231,24212483,    1961.272,       9.348, -452048.1420,-7451440
TN,47001,01639722,Anderson County,75129,34717,873245292,19771988,     337.162,       7.634, 1039931.9266,-8394204
TN,47003,01639723,Bedford County,45058,18360,1226710123,2983154,     473.635,       1.152,  846518.8178,-8483920
TN,47005,01639724,Benton County,16489,8975,1020822586,109009079,     394.142,      42.089,  697292.8899,-8434932
TN,47007,01639725,Bledsoe County,12876,5718,1052635810,838365,     406.425,       0.324,  957219.2612,-8463111
TN,47009,01639726,Blount County,123010,55266,1447041818,20307831,     558.706,       7.841, 1070039.2567,-8438898
TN,47011,01639727,Bradley County,98963,41395,851489045,6959355,     328.762,       2.687,  993795.5076,-8508562
TN,47013,01639728,Campbell County,40716,19966,1243689525,46503453,     480.191,      17.955, 1039183.2209,-8362079
TN,47015,01648572,Cannon County,13801,6037,687991703,156872,     265.635,       0.061,  878429.4896,-8447428
TN,47017,01639729,Carroll County,28522,13184,1552055889,2144122,     599.252,       0.828,  664415.2164,-8448995
TN,47019,01639730,Carter County,57424,27746,883711484,16656931,     341.203,       6.431, 1219663.5875,-8350922
TN,47021,01639731,Cheatham County,39105,15663,783308267,11964151,     302.437,       4.619,  781444.3670,-8406595
TN,47023,01639732,Chester County,17131,6980,740052043,575590,     285.736,       0.222,  655487.3000,-8511730
TN,47025,01639733,Claiborne County,32213,14859,1125555951,18116086,     434.580,       6.995, 1081587.5726,-8345385
TN,47027,01648573,Clay County,7861,4282,612626617,59071040,     236.536,      22.807,  915331.9445,-8360260
TN,47029,01639734,Cocke County,35662,17459,1125518964,22196995,     434.565,       8.570, 1137931.9246,-8404193
TN,47031,01639735,Coffee County,52796,23434,1110993322,14496456,     428.957,       5.597,  880727.2623,-8483246
TN,47033,01648574,Crockett County,14586,6425,687731312,529234,     265.535,       0.204,  604872.7279,-8471083
TN,47035,01639736,Cumberland County,56053,28151,1763847584,9825917,     681.025,       3.794,  971411.8373,-8420975
TN,47037,01639737,Davidson County,626681,283978,1305438546,56749226,     504.033,      21.911,  810318.3738,-8413564
TN,47039,01639739,Decatur County,11757,6873,864654041,28588845,     333.845,      11.038,  698369.3859,-8487293
TN,47041,01639738,DeKalb County,18723,9405,788253896,63816416,     304.347,      24.640,  896699.0123,-8425892
TN,47043,01639740,Dickson County,49666,20820,1268824458,3688818,     489.896,       1.424,  759254.1849,-8420985
TN,47045,01639741,Dyer County,38335,16703,1326920403,36780572,     512.327,      14.201,  579567.4226,-8445531
TN,47047,01639742,Fayette County,38413,15669,1825386659,3762451,     704.786,       1.453,  584759.2802,-8541578
TN,47049,01639743,Fentress County,17959,8961,1291399079,829338,     498.612,       0.320,  971429.9405,-8373104
TN,47051,01639744,Franklin County,41052,18697,1436257485,54890094,     554.542,      21.193,  882701.5230,-8520577
TN,47053,01639745,Gibson County,49683,21999,1561094821,2353199,     602.742,       0.909,  621352.7015,-8449593
TN,47055,01639746,Giles County,29485,13844,1582292854,642569,     610.927,       0.248,  798248.6206,-8523632
TN,47057,01648575,Grainger County,22657,10894,726751601,56614954,     280.600,      21.859, 1098137.7724,-8368594
TN,47059,01639747,Greene County,68831,32025,1611399661,5056718,     622.165,       1.952, 1157891.7008,-8371693
TN,47061,01639748,Grundy County,13703,6397,933778866,1522451,     360.534,       0.588,  913717.1486,-8491207
TN,47063,01648576,Hamblen County,62544,26963,417450989,37877929,     161.179,      14.625, 1120446.8540,-8372325
TN,47065,01639749,Hamilton County,336463,151107,1404890184,86631783,     542.431,      33.449,  963026.8861,-8511504
TN,47067,01648577,Hancock County,6819,3624,575858117,2984311,     222.340,       1.152, 1119323.2049,-8338158
TN,47069,01639750,Hardeman County,27253,10851,1729510170,6768412,     667.768,       2.613,  622754.5838,-8536515
TN,47071,01639751,Hardin County,26026,13946,1495246952,49148746,     577.318,      18.976,  695032.9121,-8532761
TN,47073,01639752,Hawkins County,56833,26870,1261259454,32691660,     486.975,      12.622, 1146349.3349,-8342328
TN,47075,01639753,Haywood County,18787,8315,1380753077,2457129,     533.112,       0.949,  593509.6110,-8497152
TN,47077,01639754,Henderson County,27769,12776,1346982937,15049181,     520.073,       5.811,  672888.1333,-8483660
TN,47079,01639755,Henry County,32330,17054,1455823082,81118140,     562.096,      31.320,  674652.8813,-8407932
TN,47081,01639756,Hickman County,24690,10311,1586365395,332916,     612.499,       0.129,  753547.8340,-8460158
TN,47083,01648578,Houston County,8426,4188,518739541,17322109,     200.286,       6.688,  727639.2759,-8407976
TN,47085,01639757,Humphreys County,18538,8865,1375232049,66620771,     530.980,      25.722,  722467.2869,-8436058
TN,47087,01639758,Jackson County,11638,5843,798545703,29019623,     308.320,      11.205,  906342.0373,-8382864
TN,47089,01639759,Jefferson County,51407,23499,709858548,104186904,     274.078,      40.227, 1107533.3994,-8393279
TN,47091,01639760,Johnson County,18244,8956,773046157,11001626,     298.475,       4.248, 1240189.1654,-8328781
TN,47093,01639761,Knox County,432226,194949,1316271254,45715161,     508.215,      17.651, 1064436.2435,-8405160
TN,47095,01639762,Lake County,7832,2598,429379130,72802129,     165.784,      28.109,  569695.3925,-8414738
TN,47097,01639763,Lauderdale County,27815,11256,1222453808,92173871,     471.992,      35.589,  561337.9431,-8479518
TN,47099,01639764,Lawrence County,41869,18177,1598355330,2229584,     617.128,       0.861,  765669.4868,-8524621
TN,47101,01639765,Lewis County,12161,5470,730608109,1031587,     282.089,       0.398,  753658.0532,-8491594
TN,47103,01639766,Lincoln County,33361,15241,1477169515,990366,     570.338,       0.382,  838533.5453,-8526546
TN,47105,01639767,Loudon County,48556,21725,593665426,47019542,     229.216,      18.154, 1034442.6463,-8437766
TN,47107,01639773,McMinn County,52266,23341,1114018337,5331264,     430.125,       2.058, 1011631.9919,-8475896
TN,47109,01639774,McNairy County,26075,11933,1457801922,1947871,     562.860,       0.752,  661231.5770,-8538402
TN,47111,01639768,Macon County,22248,9861,795498380,246691,     307.144,       0.095,  875346.1746,-8365436
TN,47113,01639769,Madison County,98294,41877,1442926509,3908964,     557.117,       1.509,  633493.0251,-8492086
TN,47115,01639770,Marion County,28237,12954,1290227262,36501967,     498.160,      14.093,  926066.5106,-8518512
TN,47117,01639771,Marshall County,30617,13119,972437127,1801806,     375.460,       0.696,  819545.6265,-8491671
TN,47119,01639772,Maury County,80956,35254,1588021250,6319194,     613.138,       2.440,  790142.9170,-8477859
TN,47121,01639775,Meigs County,11753,5628,505362806,56013385,     195.122,      21.627,  992413.2478,-8469253
TN,47123,01639776,Monroe County,44519,20787,1646104693,44013070,     635.565,      16.994, 1044317.7387,-8469309
TN,47125,01639777,Montgomery County,172331,70098,1396461566,12050596,     539.177,       4.653,  754202.3360,-8381452
TN,47127,01648579,Moore County,6362,2915,334684959,3093426,     129.223,       1.194,  857939.7118,-8508116
TN,47129,01639778,Morgan County,21987,8920,1352440400,809723,     522.180,       0.313, 1000428.9568,-8396521
TN,47131,01639779,Obion County,31807,14659,1410839429,27916074,     544.728,      10.778,  599189.5648,-8409958
TN,47133,01639780,Overton County,22083,10295,1122714642,3500016,     433.483,       1.351,  940947.5348,-8380111
TN,47135,01639781,Perry County,7915,4599,1074148474,21084076,     414.731,       8.141,  718404.0797,-8479275
TN,47137,01648580,Pickett County,5077,3462,422113383,29822854,     162.979,      11.515,  956487.2444,-8354115
TN,47139,01639782,Polk County,16825,7991,1125806416,19834205,     434.676,       7.658, 1022880.4603,-8510139
TN,47141,01639783,Putnam County,72321,31882,1038852585,3784351,     401.103,       1.461,  924593.7834,-8404971
TN,47143,01639784,Rhea County,31809,14365,816822960,54463425,     315.377,      21.028,  979959.8466,-8459726
TN,47145,01639785,Roane County,54181,25716,934229744,88755772,     360.708,      34.269, 1014529.3224,-8427749
TN,47147,01639786,Robertson County,66283,26086,1233577495,451694,     476.287,       0.174,  799009.1414,-8374235
TN,47149,01639787,Rutherford County,262604,102968,1604145428,12143221,     619.364,       4.689,  846496.8280,-8446744
TN,47151,01639788,Scott County,22228,9910,1378642788,2414259,     532.297,       0.932, 1008859.5815,-8361761
TN,47153,01652643,Sequatchie County,14112,6368,688567749,481448,     265.858,       0.186,  941757.1248,-8489829
TN,47155,01639789,Sevier County,89889,55918,1534567408,13514945,     592.500,       5.218, 1104132.3883,-8422837
TN,47157,01639790,Shelby County,927644,398274,1976612450,56576401,     763.174,      21.844,  541564.6713,-8545909
TN,47159,01639791,Smith County,19166,8529,814004493,28706391,     314.289,      11.084,  883868.5023,-8396391
TN,47161,01639792,Stewart County,13324,6778,1189659929,87232255,     459.330,      33.681,  712579.4498,-8383809
TN,47163,01639793,Sullivan County,156823,73760,1070605281,42330294,     413.363,      16.344, 1200866.3247,-8328076
TN,47165,01639794,Sumner County,160645,65968,1371267673,35658276,     529.449,      13.768,  835843.2047,-8377127
TN,47167,01639795,Tipton County,61081,23199,1187161824,38714600,     458.366,      14.948,  551110.5208,-8509720
TN,47169,01648581,Trousdale County,7870,3368,295758787,6345335,     114.193,       2.450,  863327.1168,-8383026
TN,47171,01648582,Unicoi County,18313,8830,482165202,850686,     186.165,       0.328, 1196962.3442,-8375128
TN,47173,01648583,Union County,19109,8958,578990181,61092965,     223.549,      23.588, 1069279.6769,-8371574
TN,47175,01648584,Van Buren County,5548,2663,708142475,2893424,     273.415,       1.117,  933438.1541,-8453849
TN,47177,01639796,Warren County,39839,17821,1120635730,3508343,     432.680,       1.355,  905313.3954,-8459272
TN,47179,01639797,Washington County,122979,57254,845539916,8632655,     326.465,       3.333, 1187109.0400,-8354374
TN,47181,01639798,Wayne County,17021,7287,1901310603,4023299,     734.100,       1.553,  727496.5242,-8525463
TN,47183,01639799,Weakley County,35021,15495,1503135455,3679548,     580.364,       1.421,  637641.6165,-8413282
TN,47185,01639800,White County,25841,11511,975578971,7128063,     376.673,       2.752,  930867.0931,-8428413
TN,47187,01639801,Williamson County,183182,68498,1508925443,3028823,     582.599,       1.169,  803301.8297,-8445144
TN,47189,01639802,Wilson County,113993,45568,1478433235,32037460,     570.826,      12.370,  854323.2490,-8411539
TX,48001,01383786,Anderson County,58458,20116,2752126295,39884082,    1062.602,      15.399,   23380.1284,-8937247
TX,48003,01383787,Andrews County,14786,5814,3886829704,957046,    1500.713,       0.370, -628576.6986,-8862384
TX,48005,01383788,Angelina County,86771,35589,2066235308,173343492,     797.778,      66.928,  123075.6280,-9002230
TX,48007,01383789,Aransas County,23158,15355,652868851,714621093,     252.074,     275.917, -105059.9814,-9352597
TX,48009,01383790,Archer County,9054,4107,2339043608,57777594,     903.110,      22.308, -255283.2292,-8735008
TX,48011,01383791,Armstrong County,1901,904,2354581881,12219756,     909.109,       4.718, -491828.3260,-8573587
TX,48013,01383792,Atascosa County,44911,17631,3158604888,4995763,    1219.544,       1.929, -255170.5902,-9262025
TX,48015,01383793,Austin County,28417,12926,1674448899,25577195,     646.508,       9.875,  -34655.0010,-9154573
TX,48017,01383794,Bailey County,7165,2784,2141394831,1771770,     826.797,       0.684, -632014.2311,-8665176
TX,48019,01383795,Bandera County,20485,11561,2048578865,17288401,     790.961,       6.675, -323169.6323,-9164092
TX,48021,01383796,Bastrop County,74171,29316,2300298811,19154980,     888.150,       7.396, -134639.4415,-9130133
